cohort_month,month,cohort_sales
2010-07-02,2012-08,33768.48
2010-07-02,2012-08,38592.22
2010-07-02,2012-08,34369.44
2010-07-02,2012-08,38534.35
2010-07-02,2012-09,35020.11
2010-07-02,2012-09,32918.99
2010-07-02,2012-09,39980.63
2010-07-02,2012-09,33497.24
2010-07-02,2012-10,37185.21
2010-07-02,2012-10,33079.50
2010-07-02,2012-10,33888.23
2010-07-02,2012-10,36923.92
2010-07-09,2010-07,5.68
2010-07-09,2010-07,7.48
2010-07-09,2010-07,4.44
2010-07-09,2010-07,19.41
2010-07-09,2010-08,8.65
2010-07-09,2010-08,6.11
2010-07-09,2010-08,5.44
2010-07-09,2010-08,9.22
2010-07-09,2010-09,3.74
2010-07-09,2010-09,2.97
2010-07-09,2010-09,5.91
2010-07-09,2010-09,1.00
2010-07-09,2010-10,2.54
2010-07-09,2010-10,1.27
2010-07-09,2010-10,13.69
2010-07-09,2010-11,2.25
2010-07-09,2010-11,19.57
2010-07-09,2010-11,1.47
2010-07-09,2010-12,17.97
2010-07-09,2011-01,13.03
2010-07-09,2011-01,25.95
2010-07-09,2011-01,1.50
2010-07-09,2011-02,49.39
2010-07-09,2011-02,8.71
2010-07-09,2011-02,60.31
2010-07-09,2011-02,23.27
2010-07-09,2011-03,4.41
2010-07-09,2011-03,3.24
2010-07-09,2011-03,5.27
2010-07-09,2011-03,3.99
2010-07-09,2011-04,5.16
2010-07-09,2011-04,0.75
2010-07-09,2011-04,2.97
2010-07-09,2011-04,3.69
2010-07-09,2011-05,1.47
2010-07-09,2011-05,1.50
2010-07-09,2011-05,11.67
2010-07-09,2011-06,2.17
2010-07-09,2011-07,10.00
2010-07-09,2011-08,40.61
2010-07-09,2011-08,34.67
2010-07-09,2011-08,2.97
2010-07-09,2011-09,35.67
2010-07-09,2011-09,36.67
2010-07-09,2011-09,46.66
2010-07-09,2011-09,73.07
2010-07-09,2011-09,89.03
2010-07-09,2011-10,39.73
2010-07-09,2011-10,23.79
2010-07-09,2011-10,56.52
2010-07-09,2011-10,28.76
2010-07-09,2011-11,23.79
2010-07-09,2011-11,8.91
2010-07-09,2011-11,16.85
2010-07-09,2011-11,16.85
2010-07-09,2011-12,30.73
2010-07-09,2011-12,34.67
2010-07-09,2011-12,27.73
2010-07-09,2011-12,13.88
2010-07-09,2011-12,27.82
2010-07-09,2012-01,30.70
2010-07-09,2012-01,20.82
2010-07-09,2012-01,11.88
2010-07-09,2012-01,24.76
2010-07-09,2012-02,62.93
2010-07-09,2012-02,31.70
2010-07-09,2012-02,23.76
2010-07-09,2012-02,51.52
2010-07-09,2012-03,18.82
2010-07-09,2012-03,23.76
2010-07-09,2012-03,11.88
2010-07-09,2012-03,33.70
2010-07-09,2012-03,12.88
2010-07-09,2012-04,11.88
2010-07-09,2012-04,25.76
2010-07-09,2012-04,5.94
2010-07-09,2012-04,14.85
2010-07-09,2012-05,2.97
2010-07-09,2012-06,6.00
2010-07-09,2012-07,12.00
2010-07-09,2012-08,3.50
2010-07-09,2012-08,5.00
2010-07-09,2012-08,3.50
2010-07-09,2012-08,9.00
2010-07-09,2012-09,7.00
2010-07-09,2012-10,3.50
2010-07-09,2012-10,3.50
2010-07-23,2010-07,38.00
2010-07-23,2010-09,14.00
2010-07-23,2010-11,28.00
2010-07-23,2010-12,2.00
2010-07-23,2012-10,-8.97
2010-07-30,2010-07,10.50
2010-07-30,2010-09,16.00
2010-07-30,2010-10,-1.00
2010-07-30,2010-11,6.00
2010-07-30,2010-12,-698.00
2010-07-30,2011-02,-24.00
2010-07-30,2011-03,-15.00
2010-07-30,2011-03,-8.00
2010-07-30,2011-04,632.00
2010-07-30,2011-04,7.00
2010-07-30,2011-04,-2.97
2010-07-30,2011-05,-5.97
2010-07-30,2011-05,11.77
2010-07-30,2011-07,53.34
2010-07-30,2011-07,11.88
2010-07-30,2011-07,100.98
2010-07-30,2011-08,101.28
2010-07-30,2011-08,44.55
2010-07-30,2011-08,55.21
2010-07-30,2011-08,92.07
2010-07-30,2011-09,56.43
2010-07-30,2011-09,83.63
2010-07-30,2011-09,94.24
2010-07-30,2011-09,96.16
2010-07-30,2011-09,65.20
2010-07-30,2011-10,56.29
2010-07-30,2011-10,272.79
2010-07-30,2011-10,87.25
2010-07-30,2011-10,71.28
2010-07-30,2011-11,62.51
2010-07-30,2011-11,80.19
2010-07-30,2011-11,71.28
2010-07-30,2011-11,59.40
2010-07-30,2011-12,47.52
2010-07-30,2011-12,77.22
2010-07-30,2011-12,80.19
2010-07-30,2011-12,115.10
2010-07-30,2011-12,90.86
2010-07-30,2012-01,76.13
2010-07-30,2012-01,62.37
2010-07-30,2012-01,53.46
2010-07-30,2012-01,91.57
2010-07-30,2012-02,87.10
2010-07-30,2012-02,71.28
2010-07-30,2012-02,17.67
2010-07-30,2012-02,66.39
2010-07-30,2012-03,-10.78
2010-07-30,2012-03,102.93
2010-07-30,2012-03,98.01
2010-07-30,2012-03,62.37
2010-07-30,2012-03,86.13
2010-07-30,2012-04,-171.74
2010-07-30,2012-04,3.51
2010-07-30,2012-04,96.91
2010-07-30,2012-04,61.34
2010-07-30,2012-05,74.03
2010-07-30,2012-05,-28.89
2010-07-30,2012-05,21.57
2010-07-30,2012-05,20.79
2010-07-30,2012-06,3.83
2010-07-30,2012-06,-13.00
2010-07-30,2012-06,-5.08
2010-07-30,2012-06,-14.92
2010-07-30,2012-07,32.00
2010-07-30,2012-07,15.00
2010-07-30,2012-07,11.97
2010-07-30,2012-07,13.03
2010-07-30,2012-08,2.97
2010-07-30,2012-08,0.06
2010-07-30,2012-08,-1.91
2010-07-30,2012-08,5.00
2010-07-30,2012-08,-18.00
2010-07-30,2012-09,5.00
2010-07-30,2012-09,-6.83
2010-07-30,2012-09,10.00
2010-07-30,2012-10,-15.44
2010-08-06,2010-08,-17.00
2010-08-06,2011-12,8.91
2010-08-06,2011-12,14.85
2010-08-06,2011-12,2.97
2010-08-06,2011-12,14.85
2010-08-06,2012-01,5.94
2010-08-06,2012-01,5.94
2010-08-06,2012-01,5.94
2010-08-06,2012-01,11.88
2010-08-06,2012-02,23.76
2010-08-06,2012-02,5.94
2010-08-06,2012-02,2.97
2010-08-06,2012-02,5.94
2010-08-06,2012-03,28.79
2010-08-06,2012-03,10.00
2010-08-06,2012-03,4.00
2010-08-06,2012-03,2.00
2010-08-06,2012-06,-5.97
2010-08-13,2010-08,12.00
2010-08-13,2010-08,2.00
2010-08-13,2011-07,-133.56
2010-08-13,2011-09,-138.00
2010-08-13,2011-11,3.00
2010-08-13,2012-01,6.00
2010-08-13,2012-05,-20.00
2010-08-13,2012-10,-199.00
2010-08-20,2010-08,19.44
2010-08-20,2010-08,40.24
2010-08-20,2010-09,20.00
2010-08-20,2010-09,14.88
2010-08-20,2010-09,12.03
2010-08-20,2010-10,4.46
2010-08-20,2011-02,16.00
2010-08-20,2011-02,12.00
2010-08-20,2011-02,12.00
2010-08-20,2011-03,28.00
2010-08-20,2011-03,28.00
2010-08-20,2011-03,16.00
2010-08-20,2011-03,16.00
2010-08-20,2011-04,36.00
2010-08-20,2011-04,12.00
2010-08-20,2011-04,32.00
2010-08-20,2011-04,40.00
2010-08-20,2011-04,33.00
2010-08-20,2011-05,33.97
2010-08-20,2011-05,23.94
2010-08-20,2011-05,57.97
2010-08-20,2011-05,13.97
2010-08-20,2011-06,35.68
2010-08-20,2011-06,79.50
2010-08-20,2011-07,100.58
2010-08-20,2011-07,151.76
2010-08-20,2011-07,120.00
2010-08-20,2011-07,84.00
2010-08-20,2011-07,100.00
2010-08-20,2011-08,60.00
2010-08-20,2011-08,20.00
2010-08-20,2011-08,26.00
2010-08-20,2011-08,33.00
2010-08-20,2011-09,20.00
2010-08-20,2011-09,24.00
2010-08-20,2011-09,11.00
2010-08-20,2011-09,20.00
2010-08-20,2011-09,8.00
2010-08-20,2011-10,8.00
2010-08-20,2011-10,12.00
2010-08-20,2011-10,20.00
2010-08-20,2011-11,4.00
2010-08-20,2012-03,4.00
2010-08-20,2012-04,16.00
2010-08-20,2012-04,36.00
2010-08-20,2012-04,24.00
2010-08-20,2012-05,8.00
2010-08-20,2012-05,32.00
2010-08-20,2012-05,20.00
2010-08-20,2012-05,16.00
2010-08-20,2012-06,36.00
2010-08-20,2012-06,8.00
2010-08-20,2012-06,8.00
2010-08-20,2012-06,12.00
2010-08-20,2012-06,68.00
2010-08-20,2012-07,52.00
2010-08-20,2012-07,36.00
2010-08-20,2012-07,60.00
2010-08-20,2012-07,28.00
2010-08-20,2012-08,68.00
2010-08-20,2012-08,76.00
2010-08-20,2012-08,40.00
2010-08-20,2012-08,44.00
2010-08-20,2012-08,32.00
2010-08-20,2012-09,8.00
2010-08-20,2012-09,8.00
2010-08-20,2012-09,8.00
2010-08-20,2012-10,12.00
2010-08-20,2012-10,4.00
2010-08-20,2012-10,4.00
2010-08-27,2010-08,57.00
2010-08-27,2010-09,6.92
2010-08-27,2010-11,2.00
2010-08-27,2010-12,10.00
2010-08-27,2011-04,7.00
2010-08-27,2011-04,7.00
2010-08-27,2011-06,-45.84
2010-08-27,2011-08,9.00
2010-08-27,2011-08,126.00
2010-08-27,2011-08,9.00
2010-08-27,2011-08,72.00
2010-08-27,2011-09,36.00
2010-08-27,2011-09,18.00
2010-08-27,2011-09,27.00
2010-08-27,2011-10,9.00
2010-08-27,2011-10,28.00
2010-08-27,2011-10,8.00
2010-08-27,2011-12,8.00
2010-08-27,2012-01,9.00
2010-08-27,2012-01,36.00
2010-08-27,2012-01,57.00
2010-08-27,2012-02,81.00
2010-08-27,2012-02,30.00
2010-08-27,2012-02,21.00
2010-08-27,2012-03,10.00
2010-08-27,2012-03,30.00
2010-08-27,2012-03,56.00
2010-08-27,2012-05,18.00
2010-08-27,2012-06,15.00
2010-08-27,2012-06,28.00
2010-08-27,2012-06,10.00
2010-08-27,2012-06,25.50
2010-08-27,2012-07,154.50
2010-08-27,2012-07,464.50
2010-08-27,2012-07,126.50
2010-08-27,2012-07,84.00
2010-08-27,2012-08,40.00
2010-08-27,2012-08,144.50
2010-08-27,2012-08,258.50
2010-08-27,2012-08,62.50
2010-08-27,2012-08,155.00
2010-08-27,2012-09,175.50
2010-08-27,2012-09,198.00
2010-08-27,2012-09,94.50
2010-08-27,2012-09,104.00
2010-08-27,2012-10,68.00
2010-08-27,2012-10,98.50
2010-08-27,2012-10,15.00
2010-08-27,2012-10,161.50
2010-09-03,2010-09,101.00
2010-09-03,2010-09,2.00
2010-09-03,2010-09,8.00
2010-09-03,2010-09,33.00
2010-09-03,2010-11,18.50
2010-09-03,2010-12,8.80
2010-09-03,2010-12,277.36
2010-09-03,2010-12,1033.84
2010-09-03,2011-01,44.00
2010-09-03,2011-01,44.00
2010-09-03,2011-01,140.80
2010-09-03,2011-01,114.40
2010-09-03,2011-02,52.80
2010-09-03,2011-02,74.00
2010-09-03,2011-02,105.60
2010-09-03,2011-02,106.80
2010-09-03,2011-03,44.00
2010-09-03,2011-03,114.40
2010-09-03,2011-03,139.00
2010-09-03,2011-03,73.40
2010-09-03,2011-04,114.40
2010-09-03,2011-04,88.00
2010-09-03,2011-04,61.60
2010-09-03,2011-04,52.80
2010-09-03,2011-04,123.20
2010-09-03,2011-05,52.80
2010-09-03,2011-05,70.40
2010-09-03,2011-05,79.20
2010-09-03,2011-05,149.60
2010-09-03,2011-06,123.20
2010-09-03,2011-06,70.40
2010-09-03,2011-06,88.00
2010-09-03,2011-06,80.40
2010-09-03,2011-07,102.80
2010-09-03,2011-07,116.70
2010-09-03,2011-07,122.90
2010-09-03,2011-07,170.70
2010-09-03,2011-07,138.20
2010-09-03,2011-08,105.40
2010-09-03,2011-08,130.50
2010-09-03,2011-08,72.80
2010-09-03,2011-08,95.40
2010-09-03,2011-09,114.40
2010-09-03,2011-09,75.30
2010-09-03,2011-09,61.60
2010-09-03,2011-09,149.30
2010-09-03,2011-09,120.30
2010-09-03,2011-10,123.20
2010-09-03,2011-10,149.60
2010-09-03,2011-10,96.80
2010-09-03,2011-10,96.80
2010-09-03,2011-11,222.40
2010-09-03,2011-11,116.70
2010-09-03,2011-11,95.40
2010-09-03,2011-11,120.60
2010-09-03,2011-12,488.84
2010-09-03,2011-12,498.56
2010-09-03,2011-12,125.52
2010-09-03,2011-12,199.80
2010-09-03,2011-12,267.70
2010-09-03,2012-01,159.24
2010-09-03,2012-01,109.58
2010-09-03,2012-01,96.60
2010-09-03,2012-01,154.86
2010-09-03,2012-02,199.64
2010-09-03,2012-02,157.00
2010-09-03,2012-02,177.88
2010-09-03,2012-02,45.00
2010-09-03,2012-03,93.88
2010-09-03,2012-03,131.50
2010-09-03,2012-03,72.00
2010-09-03,2012-03,83.64
2010-09-03,2012-03,141.52
2010-09-03,2012-04,151.00
2010-09-03,2012-04,267.76
2010-09-03,2012-04,197.50
2010-09-03,2012-04,126.00
2010-09-03,2012-05,104.00
2010-09-03,2012-05,145.50
2010-09-03,2012-05,127.38
2010-09-03,2012-05,71.64
2010-09-03,2012-06,137.00
2010-09-03,2012-06,117.00
2010-09-03,2012-06,124.00
2010-09-03,2012-06,171.50
2010-09-03,2012-06,119.00
2010-09-03,2012-07,103.88
2010-09-03,2012-07,108.50
2010-09-03,2012-07,180.00
2010-09-03,2012-07,305.50
2010-09-03,2012-08,131.50
2010-09-03,2012-08,44.50
2010-09-03,2012-08,40.50
2010-09-03,2012-08,170.00
2010-09-03,2012-08,183.00
2010-09-03,2012-09,195.00
2010-09-03,2012-09,112.25
2010-09-03,2012-09,216.50
2010-09-03,2012-09,105.00
2010-09-03,2012-10,63.00
2010-09-03,2012-10,122.50
2010-09-03,2012-10,125.00
2010-09-03,2012-10,141.75
2010-09-10,2010-09,13.18
2010-09-10,2010-09,33.80
2010-09-10,2010-09,32.10
2010-09-10,2010-10,65.90
2010-09-10,2010-10,30.40
2010-09-10,2010-10,28.06
2010-09-10,2010-10,14.88
2010-09-10,2010-10,35.50
2010-09-10,2010-11,45.28
2010-09-10,2010-11,51.02
2010-09-10,2010-11,26.36
2010-09-10,2010-11,32.10
2010-09-10,2010-12,22.32
2010-09-10,2010-12,30.40
2010-09-10,2010-12,13.18
2010-09-10,2010-12,13.18
2010-09-10,2011-09,-10.88
2010-09-10,2012-06,12.88
2010-09-10,2012-08,9.88
2010-09-17,2010-09,-61.00
2010-09-17,2010-10,-35.00
2010-09-17,2010-10,35.00
2010-09-17,2011-02,-15.00
2010-09-17,2011-03,-298.00
2010-09-17,2011-04,-206.00
2010-09-17,2011-05,35.00
2010-09-17,2011-12,98.00
2010-09-17,2011-12,-119.00
2010-09-17,2012-03,-259.00
2010-09-17,2012-06,-1.50
2010-09-17,2012-07,279.00
2010-09-24,2010-09,22.65
2010-09-24,2011-07,8.97
2010-10-08,2010-10,-14.97
2010-10-08,2010-10,9.95
2010-10-08,2010-11,16.00
2010-10-08,2010-12,17.50
2010-10-08,2010-12,221.18
2010-10-08,2010-12,52.00
2010-10-08,2010-12,315.00
2010-10-08,2010-12,190.00
2010-10-08,2011-01,7.75
2010-10-08,2011-01,8.00
2010-10-08,2011-12,9.00
2010-10-08,2011-12,42.00
2010-10-08,2011-12,296.02
2010-10-08,2011-12,350.47
2010-10-08,2011-12,76.34
2010-10-15,2010-10,4254.50
2010-10-15,2010-10,3033.00
2010-10-15,2010-10,1789.00
2010-10-15,2010-11,7845.00
2010-10-15,2010-11,2047.00
2010-10-15,2010-11,2698.00
2010-10-15,2010-11,3858.00
2010-10-15,2010-12,2792.00
2010-10-15,2010-12,3283.00
2010-10-15,2010-12,2943.00
2010-10-15,2010-12,2046.00
2010-10-15,2010-12,1413.00
2010-10-15,2011-01,4568.00
2010-10-15,2011-01,1931.00
2010-10-15,2011-01,870.00
2010-10-15,2011-01,3939.00
2010-10-15,2011-02,2278.00
2010-10-15,2011-02,3931.00
2010-10-15,2011-02,2783.00
2010-10-15,2011-02,2231.00
2010-10-15,2011-03,2866.00
2010-10-15,2011-03,3057.00
2010-10-15,2011-03,2153.00
2010-10-15,2011-03,2285.00
2010-10-15,2011-04,1035.00
2010-10-15,2011-04,1930.00
2010-10-15,2011-04,3365.00
2010-10-15,2011-04,4150.00
2010-10-15,2011-04,4585.00
2010-10-15,2011-05,4340.00
2010-10-15,2011-05,2180.00
2010-10-15,2011-05,4175.00
2010-10-15,2011-05,2265.00
2010-10-15,2011-06,2905.00
2010-10-15,2011-06,2905.00
2010-10-15,2011-06,3300.00
2010-10-15,2011-06,1890.00
2010-10-15,2011-07,3640.00
2010-10-15,2011-07,1980.00
2010-10-15,2011-07,3700.00
2010-10-15,2011-07,2410.00
2010-10-15,2011-07,1240.00
2010-10-15,2011-08,4085.00
2010-10-15,2011-08,2665.00
2010-10-15,2011-08,1330.00
2010-10-15,2011-08,1925.00
2010-10-15,2011-09,360.00
2010-10-15,2011-09,1340.00
2010-10-15,2011-09,1365.00
2010-10-15,2011-09,1170.00
2010-10-15,2011-09,6405.00
2010-10-15,2011-10,3425.00
2010-10-15,2011-10,4070.00
2010-10-15,2011-10,4980.00
2010-10-15,2011-10,3615.00
2010-10-15,2011-11,1485.00
2010-10-15,2011-11,3525.00
2010-10-15,2011-11,1870.00
2010-10-15,2011-11,2427.24
2010-10-15,2011-12,5910.00
2010-10-15,2011-12,3955.00
2010-10-15,2011-12,6055.00
2010-10-15,2011-12,3830.00
2010-10-15,2011-12,6655.00
2010-10-15,2012-01,1780.00
2010-10-15,2012-01,3255.00
2010-10-15,2012-01,2430.00
2010-10-15,2012-01,2775.00
2010-10-15,2012-02,3350.00
2010-10-15,2012-02,1770.00
2010-10-15,2012-02,995.00
2010-10-15,2012-02,6490.00
2010-10-15,2012-03,2680.00
2010-10-15,2012-03,2210.00
2010-10-15,2012-03,3900.00
2010-10-15,2012-03,2192.61
2010-10-15,2012-03,3090.87
2010-10-15,2012-04,3765.00
2010-10-15,2012-04,1730.00
2010-10-15,2012-04,2760.00
2010-10-15,2012-04,1485.00
2010-10-15,2012-05,2585.00
2010-10-15,2012-05,1000.87
2010-10-15,2012-05,3880.00
2010-10-15,2012-05,3515.00
2010-10-15,2012-06,5560.87
2010-10-15,2012-06,4465.00
2010-10-15,2012-06,4000.00
2010-10-15,2012-06,2410.00
2010-10-15,2012-06,2550.00
2010-10-15,2012-07,4700.00
2010-10-15,2012-07,3360.00
2010-10-15,2012-07,2840.00
2010-10-15,2012-07,1595.00
2010-10-15,2012-08,3495.00
2010-10-15,2012-08,2780.00
2010-10-15,2012-08,2045.00
2010-10-15,2012-08,6017.76
2010-10-15,2012-08,2835.00
2010-10-15,2012-09,4900.00
2010-10-15,2012-09,4555.00
2010-10-15,2012-09,3340.00
2010-10-15,2012-09,2395.00
2010-10-15,2012-10,6975.00
2010-10-15,2012-10,3085.00
2010-10-15,2012-10,2010.00
2010-10-15,2012-10,3615.00
2010-10-22,2010-10,3.97
2010-10-22,2011-02,4.50
2010-10-22,2011-03,100.00
2010-10-22,2011-03,504.50
2010-10-22,2011-05,40.00
2010-10-22,2011-06,254.50
2010-10-22,2011-08,150.00
2010-10-22,2011-08,590.00
2010-10-22,2011-09,40.00
2010-10-22,2011-11,5050.00
2010-10-22,2011-11,50.00
2010-10-22,2011-12,2030.00
2010-10-22,2011-12,990.00
2010-10-22,2011-12,2240.00
2010-10-22,2011-12,20.00
2010-10-22,2012-02,265.00
2010-10-22,2012-02,1100.00
2010-10-22,2012-02,700.00
2010-10-22,2012-03,70.00
2010-10-22,2012-03,50.00
2010-10-22,2012-04,20.00
2010-10-22,2012-04,53.16
2010-10-22,2012-05,290.00
2010-10-22,2012-06,50.00
2010-10-22,2012-06,180.00
2010-10-22,2012-06,75.00
2010-10-22,2012-07,0.03
2010-10-22,2012-07,0.05
2010-10-22,2012-07,0.01
2010-10-22,2012-07,0.01
2010-10-22,2012-08,0.04
2010-10-22,2012-08,30.02
2010-10-22,2012-08,0.02
2010-10-22,2012-08,0.02
2010-10-22,2012-08,100.00
2010-10-22,2012-09,10.02
2010-10-22,2012-09,0.03
2010-10-22,2012-10,580.00
2010-10-22,2012-10,100.00
2010-11-05,2010-11,30.00
2010-11-05,2010-11,15.00
2010-11-05,2010-11,15.00
2010-11-05,2010-11,25.00
2010-11-05,2010-12,30.00
2010-11-05,2010-12,25.00
2010-11-05,2010-12,30.00
2010-11-05,2010-12,20.00
2010-11-05,2011-02,0.68
2010-11-05,2011-04,5.00
2010-11-05,2011-09,1.38
2010-11-05,2011-10,25.50
2010-11-05,2011-10,4.50
2010-11-05,2011-10,1.50
2010-11-05,2011-10,31.50
2010-11-05,2011-11,23.73
2010-11-05,2011-11,26.25
2010-11-05,2011-11,10.50
2010-11-05,2011-12,83.13
2010-11-05,2011-12,2.50
2010-11-05,2011-12,50.25
2010-11-05,2011-12,153.21
2010-11-05,2011-12,65.94
2010-11-05,2012-01,69.25
2010-11-05,2012-01,6.00
2010-11-05,2012-01,37.75
2010-11-05,2012-02,24.00
2010-11-05,2012-02,18.00
2010-11-05,2012-02,36.00
2010-11-05,2012-03,5.48
2010-11-05,2012-05,13.50
2010-11-05,2012-06,94.50
2010-11-05,2012-06,49.50
2010-11-05,2012-07,40.50
2010-11-05,2012-07,9.00
2010-11-05,2012-08,21.50
2010-11-12,2010-11,2.00
2010-11-12,2011-03,2.00
2010-11-12,2011-03,38.00
2010-11-12,2011-03,6.00
2010-11-12,2012-03,-5.88
2010-11-19,2010-11,224.00
2010-11-19,2010-11,507.50
2010-11-19,2010-12,287.00
2010-11-19,2010-12,416.50
2010-11-19,2010-12,3.50
2010-11-19,2010-12,-17.50
2010-11-19,2011-03,328.00
2010-11-19,2011-03,397.00
2010-11-19,2011-03,322.00
2010-11-19,2011-03,436.00
2010-11-19,2011-04,225.00
2010-11-19,2011-04,221.00
2010-11-19,2011-04,141.00
2010-11-19,2011-04,28.00
2010-11-19,2011-04,58.00
2010-11-19,2011-05,9.00
2010-11-19,2011-05,3.00
2010-11-19,2011-09,13.32
2010-11-19,2011-09,62.16
2010-11-19,2011-09,17.76
2010-11-19,2011-11,569.08
2010-11-19,2011-12,93.02
2010-11-19,2011-12,423.34
2010-11-19,2011-12,471.92
2010-11-19,2011-12,10.41
2010-11-19,2011-12,24.29
2010-12-03,2010-12,-21.03
2010-12-03,2010-12,1.00
2010-12-03,2010-12,1.00
2010-12-03,2010-12,3.00
2010-12-03,2011-01,5.00
2010-12-03,2011-01,8.00
2010-12-03,2011-01,5.00
2010-12-03,2011-02,46.50
2010-12-03,2011-02,130.85
2010-12-03,2011-04,5.60
2010-12-03,2011-05,3.50
2010-12-03,2011-12,2.97
2010-12-03,2012-01,9.00
2010-12-03,2012-03,14.85
2010-12-03,2012-03,17.82
2010-12-03,2012-05,20.00
2010-12-03,2012-06,10.00
2010-12-03,2012-06,5.00
2010-12-03,2012-06,5.00
2010-12-03,2012-06,5.00
2010-12-03,2012-07,10.00
2010-12-03,2012-07,2.97
2010-12-03,2012-08,10.00
2010-12-03,2012-08,5.00
2010-12-03,2012-09,15.00
2010-12-03,2012-09,10.00
2010-12-03,2012-09,11.88
2010-12-03,2012-10,5.94
2010-12-03,2012-10,15.00
2010-12-10,2010-12,1.56
2010-12-17,2010-12,-48.48
2010-12-17,2011-03,4.97
2010-12-17,2011-04,4.97
2010-12-17,2011-04,17.44
2010-12-17,2011-04,19.97
2010-12-17,2011-04,9.94
2010-12-17,2011-04,9.94
2010-12-17,2011-05,4.97
2010-12-17,2011-05,4.97
2010-12-17,2011-05,4.97
2010-12-17,2011-06,24.94
2010-12-17,2011-06,29.91
2010-12-17,2011-06,4.97
2010-12-17,2011-06,4.97
2010-12-17,2011-07,103.02
2010-12-17,2011-07,169.21
2010-12-17,2011-07,82.93
2010-12-17,2011-07,4.97
2010-12-17,2011-07,17.88
2010-12-17,2011-08,8.94
2010-12-17,2011-08,4.47
2010-12-17,2011-08,16.44
2010-12-17,2011-09,20.51
2010-12-17,2011-09,-7.50
2010-12-17,2011-09,9.94
2010-12-17,2011-09,4.47
2010-12-17,2011-09,9.44
2010-12-17,2011-10,5.77
2010-12-17,2011-10,5.77
2010-12-17,2011-11,120.00
2010-12-17,2011-11,57.77
2010-12-17,2011-11,15.54
2010-12-17,2011-11,5.77
2010-12-17,2011-12,5.77
2010-12-17,2011-12,11.54
2010-12-17,2011-12,24.42
2010-12-17,2011-12,63.06
2010-12-17,2011-12,5.77
2010-12-17,2012-01,12.88
2010-12-17,2012-01,5.77
2010-12-17,2012-01,24.42
2010-12-17,2012-01,55.95
2010-12-17,2012-02,11.54
2010-12-17,2012-02,11.54
2010-12-17,2012-02,37.30
2010-12-17,2012-03,289.32
2010-12-17,2012-03,308.07
2010-12-17,2012-03,174.41
2010-12-17,2012-03,5.77
2010-12-17,2012-03,5.77
2010-12-17,2012-04,9.88
2010-12-17,2012-04,9.88
2010-12-17,2012-04,207.96
2010-12-17,2012-04,49.40
2010-12-17,2012-05,15.38
2010-12-17,2012-06,17.76
2010-12-17,2012-06,11.85
2010-12-17,2012-06,8.97
2010-12-17,2012-06,23.08
2010-12-17,2012-07,133.27
2010-12-17,2012-07,92.73
2010-12-17,2012-07,131.07
2010-12-17,2012-07,37.82
2010-12-17,2012-08,136.49
2010-12-17,2012-08,256.58
2010-12-17,2012-08,28.06
2010-12-17,2012-08,51.14
2010-12-17,2012-08,3.58
2010-12-17,2012-09,20.51
2010-12-17,2012-09,14.74
2010-12-17,2012-09,5.77
2010-12-17,2012-09,29.11
2010-12-17,2012-10,17.31
2010-12-17,2012-10,23.45
2010-12-17,2012-10,19.48
2010-12-17,2012-10,14.74
2010-12-24,2010-12,39.00
2010-12-24,2012-08,14.00
2011-01-14,2011-01,-4.26
2011-01-14,2011-03,9.94
2011-01-14,2011-04,7.50
2011-01-14,2011-05,7.50
2011-01-14,2011-05,4.97
2011-01-14,2011-06,4.97
2011-01-14,2011-06,7.50
2011-01-14,2011-06,9.94
2011-01-14,2011-07,10.66
2011-01-14,2011-07,4.97
2011-01-14,2011-07,15.00
2011-01-14,2011-08,8.94
2011-01-14,2011-08,4.47
2011-01-14,2011-08,23.94
2011-01-14,2011-08,11.97
2011-01-14,2011-09,4.97
2011-01-14,2011-09,15.00
2011-01-14,2011-10,11.54
2011-01-14,2011-10,11.54
2011-01-14,2011-10,5.77
2011-01-14,2011-11,8.97
2011-01-14,2011-11,14.74
2011-01-14,2011-11,4.70
2011-01-14,2011-11,326.97
2011-01-14,2011-12,209.77
2011-01-14,2011-12,5.77
2011-01-14,2011-12,5.77
2011-01-14,2012-01,17.31
2011-01-14,2012-01,14.74
2011-01-14,2012-01,8.97
2011-01-14,2012-02,14.74
2011-01-14,2012-02,9.24
2011-01-14,2012-02,5.77
2011-01-14,2012-02,20.74
2011-01-14,2012-03,14.85
2011-01-14,2012-03,14.74
2011-01-14,2012-03,5.77
2011-01-14,2012-03,20.51
2011-01-14,2012-04,23.08
2011-01-14,2012-04,-19.96
2011-01-14,2012-04,26.39
2011-01-14,2012-04,-190.98
2011-01-14,2012-05,-31.03
2011-01-14,2012-05,17.42
2011-01-14,2012-05,5.77
2011-01-14,2012-05,17.94
2011-01-14,2012-06,26.28
2011-01-14,2012-06,14.74
2011-01-14,2012-06,14.74
2011-01-14,2012-06,3.83
2011-01-14,2012-07,-18.23
2011-01-14,2012-07,21.71
2011-01-14,2012-07,7.97
2011-01-14,2012-07,21.71
2011-01-14,2012-08,7.97
2011-01-14,2012-08,15.94
2011-01-14,2012-08,25.28
2011-01-14,2012-08,7.97
2011-01-14,2012-09,7.97
2011-01-14,2012-09,14.74
2011-01-14,2012-09,14.74
2011-01-14,2012-10,26.28
2011-01-14,2012-10,26.91
2011-01-14,2012-10,-1.99
2011-01-14,2012-10,6.83
2011-01-21,2011-01,-9.96
